price,demand,log_price,log_demand,price_change,demand_change,elasticity
0.46,2200550.27,-0.7765287894989963,14.604218009780343,0.04445176257083394,3.5366887943659915,79.56239730045064
0.48,50890.73,-0.7339691750802004,10.837436064144958,0.042559614418795855,-3.766781945635385,-88.5060167267831
0.49,590865.73,-0.7133498878774648,13.28934407937505,0.020619287202735648,2.4519080152300923,118.91332571888262
0.51,868936.5459999999,-0.6733445532637656,13.675025382018756,0.04000533461369915,0.3856813026437056,9.640746824590627
0.52,1042342.6433333334,-0.6539264674066639,13.856981279615574,0.019418085857101697,0.18195589759681852,9.370434291816283
0.53,2059037.8383333336,-0.6348782724359695,14.537749362884943,0.019048194970694432,0.6807680832693688,35.73924376124497
0.54,1193386.8128571429,-0.616186139423817,13.992305883948017,0.018692133012152556,-0.5454434789369262,-29.180376502901517
0.55,1635350.4100000001,-0.5978370007556204,14.307367657393474,0.01834913866819654,0.31506177344545705,17.17038489613328
0.56,1224838.3875,-0.579818495252942,14.018319464686197,0.01801850550267836,-0.289048192707277,-16.041740679564764
0.57,939417.7666666667,-0.5621189181535413,13.753015565177396,0.017699577099400732,-0.26530389950880107,-14.98927901038854
0.58,1331592.2157142856,-0.5447271754416722,14.101885938852076,0.017391742711869163,0.3488703736746803,20.05954086686151
0.59,1536908.26,-0.527632742082372,14.245283333036033,0.017094433359300165,0.1433973941839568,8.388543285989762
0.6,1396157.6633333333,-0.5108256237659907,14.149234495277812,0.016807118316381264,-0.0960488377582216,-5.714771321899152
0.61,924530.8409090909,-0.4942963218147801,13.737041688808432,0.016529301951210607,-0.4121928064693794,-24.93709702236944
0.62,3054248.752,-0.4780358009429998,14.93204421265527,0.016260520871780315,1.1950025238468385,73.49103594342617
0.63,772482.918,-0.4620354595965587,13.55736517488819,0.016000341346441127,-1.3746790377670806,-85.91560692377624
0.64,1695765.6147058823,-0.4462871026284195,14.343644886907391,0.0157483569681392,0.7862797120192013,49.92772983301933
0.65,1444990.39,-0.4307829160924542,14.183613228987523,0.015504186535965248,-0.16003165791986795,-10.321835173270173
0.66,1912441.204,-0.4155154439616658,14.463891101203716,0.01526747213078844,0.2802778722161925,18.357844036995694
0.67,1478343.8886956521,-0.40047756659712525,14.206433025074372,0.015037877364540542,-0.25745807612934435,-17.120639428569415
0.68,1405318.8953846155,-0.3856624808119846,14.155774806799776,0.014815085785140625,-0.05065821827459516,-3.41936719160984
0.69,1790849.272222222,-0.37106368139083207,14.398200519054773,0.014598799421152553,0.2424257122549971,16.605866363486072
0.7,2019142.575,-0.35667494393873245,14.518183511443638,0.01438873745209962,0.11998299238886467,8.33867410454116
0.71,1614317.2428571428,-0.342490308946776,14.29442266540998,0.014184634991956435,-0.22376084603365776,-15.77487514909929
0.72,1639575.3099999998,-0.3285040669720361,14.309947808948072,0.01398624197473991,0.015525143538091868,1.110029668164709
0.73,2001146.972105263,-0.31471074483970024,14.509231060196567,0.013793322132335861,0.19928325124849522,14.4478066514022
0.74,1544220.835,-0.3011050927839216,14.250030027189093,0.013605652055778628,-0.259201033007475,-19.05098204370047
0.75,1811320.6039534884,-0.2876820724517809,14.409566752645974,0.013423020332140712,0.15953672545688136,11.88530759168107
0.76,2959311.952786885,-0.2744368457017603,14.900467350897122,0.0132452267500206,0.49090059825114807,37.06245332873479
0.77,2541986.195230769,-0.2613647641344075,14.748456300044394,0.013072081567352789,-0.15201105085272815,-11.628679798967298
0.78,2229127.5398113206,-0.2484613592984996,14.617120829130073,0.012903404835907906,-0.13133547091432085,-10.178357773355861
0.79,2329046.4805970145,-0.23572233352106983,14.66096950598679,0.012739025777429774,0.043848676856717006,3.44207458425945
0.8,1597587.9995,-0.2231435513142097,14.28400554947566,0.012578782206860123,-0.3769639565111298,-29.968239398051107
0.81,1465809.9375,-0.21072103131565253,14.1979185060252,0.012422519998557174,-0.08608704345046014,-6.929917879822999
0.82,2318294.8803030304,-0.19845093872383832,14.6563425080364,0.012270092591814219,0.45842400201119915,37.36108742301006
0.83,1834258.2771604937,-0.18632957819149348,14.422150749124594,0.012121360532344833,-0.23419175891180544,-19.320583550574575
0.84,2402391.2668749997,-0.1743533871447778,14.691975160477734,0.011976191046715684,0.26982441135313984,22.530069059572636
0.85,1500213.5436708862,-0.16251892949777494,14.221118018387124,0.01183445764700286,-0.47085714209061,-39.78696414616491
0.86,1985591.1513698627,-0.15082288973458366,14.501427237021392,0.01169603976319128,0.28030921863426883,23.96616498487229
0.87,3086995.18025974,-0.13926206733350766,14.942708742180757,0.011560822401076004,0.44128150515936504,38.17042506580618
0.88,1774057.0122727274,-0.12783337150988489,14.38877957903127,0.01142869582362277,-0.5539291631494869,-48.46827421940236
0.89,2941564.711938775,-0.11653381625595151,14.894452212683882,0.011299555253933377,0.5056726336526118,44.75155192294733
0.9,1884428.6685106384,-0.10536051565782628,14.449135239293783,0.011173300598125227,-0.44531697339009924,-39.85545448090953
0.91,1539037.6022826086,-0.09431067947124129,14.246667845454706,0.011049836186584991,-0.2024673938390773,-18.32311270685461
0.92,1745694.2531683168,-0.08338160893905101,14.372662887314737,0.010929070532190277,0.12599504186003152,11.528431579696381
0.93,2910883.365957447,-0.07257069283483537,14.883967155266687,0.01081091610421564,0.5113042679519495,47.29518414749052
0.94,3100920.164308943,-0.06187540371808753,14.94720945260733,0.010695289116747844,0.06324229734064346,5.913098435236483
0.95,2490671.5691338587,-0.05129329438755058,14.728062938556098,0.010582109330536951,-0.2191465140512321,-20.70915232550449
0.96,2114575.135104895,-0.040821994520255166,14.564364468535981,0.010471299867295412,-0.16369847002011717,-15.633061042534937
0.97,2117657.8983673467,-0.030459207484708574,14.565821271024538,0.010362787035546592,0.0014568024885566189,0.1405801821034701
0.98,1954301.1931746032,-0.020202707317519466,14.485543241556078,0.010256500167189108,-0.08027802946845952,-7.827039258993206
0.99,1639685.7818918917,-0.01005033585350145,14.310015185036061,0.010152371464018015,-0.17552805652001702,-17.28936506530742
1.0,1620852.446467066,0.0,14.298462770335973,0.01005033585350145,-0.01155241470008761,-1.1494555872043668
1.01,1310779.4940880504,0.009950330853168092,14.086132551870005,0.009950330853168092,-0.21233021846596856,-21.339010893126694
1.02,2646221.1753125,0.01980262729617973,14.788643208717186,0.009852296443011638,0.7025106568471813,71.30425489231816
1.03,2225084.8154748604,0.02955880224154443,14.615305592170499,0.009756174945364699,-0.17333761654668756,-17.766964770249714
1.04,2508893.6353448275,0.03922071315328133,14.735352431203559,0.0096619109117369,0.12004683903306024,12.424751183250114
1.05,1523900.7776404496,0.04879016416943204,14.236783906574068,0.009569451016150712,-0.49856852462949064,-52.100013238799
1.06,1949968.8962941177,0.058268908123975824,14.483323979794315,0.009478743954543782,0.24654007322024718,26.00978298417528
1.07,2168750.172380952,0.06765864847381486,14.589661602161316,0.00938974034983904,0.1063376223670005,11.32487357531919
1.08,1629216.6976804126,0.0769610411361284,14.303609903709773,0.00930239266231353,-0.28605169845154244,-30.750335836758865
1.09,2207150.5245508985,0.08617769624105241,14.607212886153237,0.009216655104924018,0.3036029824434632,32.94069041178102
1.1,1496904.5042236026,0.09531017980432493,14.218909869933206,0.009132483563272523,-0.3883030162200303,-42.518884762261344
1.11,664346.1859171598,0.10436001532424286,13.40655865692848,0.00904983551991792,-0.8123512130047263,-89.76419640078653
1.12,1074479.2246835444,0.11332868530700327,13.887346660009046,0.008968669982760413,0.4807880030805656,53.60750300822048
1.13,1240725.20421875,0.12221763272424911,14.031206608739618,0.008888947417245843,0.14385994873057228,16.184137668703404
1.14,883176.9014444444,0.131028262406404,13.691280800907128,0.008810629682154889,-0.3399258078324898,-38.58132960927616
1.15,1521369.6611881189,0.13976194237515863,14.235121579968906,0.008733679968754626,0.5438407790617781,62.26937339213343
1.16,615699.1679761905,0.14842000511827322,13.330513759552263,0.008658062743114592,-0.9046078204166434,-104.48155057966537
1.17,1311649.8916666666,0.1570037488096647,14.086796362011324,0.008583743691391477,0.756282602459061,88.1063822091434
1.18,1452784.6938190954,0.16551443847757333,14.188992751131524,0.008510689667908633,0.10219638912020024,12.008003241564955
1.19,983884.5316489361,0.17395330712343798,13.799263823263596,0.008438868645864656,-0.3897289278679281,-46.182603880072136
1.2,1223855.214516129,0.1823215567939546,14.017516446263725,0.008368249670516609,0.21825262300012938,26.081036249323056
1.21,1599370.8678807947,0.1906203596086497,14.285120902309137,0.008298802814695111,0.2676044560454116,32.24615188730004
1.22,1018370.1750299401,0.19885085874516517,13.833714039690772,0.008230499136515468,-0.4514068626183647,-54.84562419983146
1.23,1099122.7776243093,0.20701416938432612,13.910022944729352,0.008163310639160953,0.07630890503858012,9.347788956175672
1.24,1078260.2181818183,0.2151113796169455,13.890859391100307,0.008097210232619362,-0.019163553629045538,-2.3666859422577113
1.25,594828.8557647059,0.22314355131420976,13.296029005781962,0.008032171697264279,-0.5948303853183443,-74.05598482424632
1.26,642414.098134715,0.23111172096338664,13.372988387411729,0.007968169649176876,0.07695938162976645,9.658351292472354
1.27,913749.6487096775,0.23901690047049992,13.725311905596998,0.00790517950711328,0.3523235181852691,44.56869295229026
1.28,891688.7089795918,0.2468600779315258,13.700872369689536,0.00784317746102589,-0.024439535907461618,-3.1160248545829687
1.29,541563.2482550335,0.25464221837358075,13.20221514055072,0.007782140442054941,-0.49865722913881605,-64.0771305596152
1.3,732831.7667857143,0.26236426446749106,13.504671441273814,0.007722046093910306,0.3024563007230938,39.16789631204278
1.31,759104.7192086331,0.2700271372130602,13.539895016832634,0.007662872745569149,0.035223575558820386,4.596654117633295
1.32,789334.6481751824,0.27763173659827955,13.578945652079014,0.007604599385219346,0.03905063524637953,5.135133787886336
1.33,1104979.1876100628,0.28517894223366247,13.91533705801459,0.007547205635382914,0.3363914059355757,44.5716497187384
1.34,813290.4320121951,0.29266961396282004,13.608843559684086,0.007490671729157572,-0.30649349833050366,-40.9166907071194
1.35,407953.79809815955,0.30010459245033816,12.918909207018679,0.007434978487518118,-0.6899343526654071,-92.79574296330146
1.36,507361.0092513369,0.3074846997479607,13.13697807899153,0.007380107297622562,0.21806887197285185,29.54819803813704
1.37,438930.0518238993,0.3148107398400336,12.992095344109021,0.007326040092072883,-0.14488273488250947,-19.776404860148027
1.38,530308.5948387097,0.3220834991691132,13.181214370496633,0.007272759329079614,0.1891190263876119,26.003751510301303
1.39,379187.02777027024,0.3293037471426003,12.84578483931126,0.007220247973487082,-0.33542953118537255,-46.45678824564995
1.4,342754.10914285714,0.3364722366212129,12.74476858609918,0.007168489478612594,-0.10101625321208019,-14.09170697864107
1.41,507979.36604790424,0.34358970439007686,13.138196107719748,0.007117467768863961,0.39342752162056804,55.27633343724493
1.42,233601.91731543624,0.35065687161316933,12.361373737588469,0.007067167223092474,-0.7768223701312795,-109.91990787949051
1.43,431134.3074594595,0.3576744442718159,12.974174938778411,0.007017572658646554,0.6128012011899422,87.32381280511463
1.44,499587.425872093,0.36464311358790924,13.121537888526303,0.006968669316093357,0.1473629497478921,21.146497711919544
1.45,242040.3774522293,0.371563556432483,12.396859840197235,0.006920442844573771,-0.7246780483290678,-104.7155600594662
1.46,205431.23586666666,0.37843643572024505,12.232866638267422,0.006872879287762035,-0.16399320192981293,-23.860916955404992
