CustomerID,Recency,Frequency,Monetary,CLV,AvgOrderValue,Recency_norm,Frequency_norm,Churn_Prob,Segment,Income,Education,Marital_Status,Income_Segment,Income_Score,Demand_Change_%,Adjusted_CLV,Discount_Cost,Expected_Value,ROI
18102.0,0,431,259657.3,25965.73,602.45313225058,0.0,0.05492544921626099,0.37802982031349563,High Value,35701.0,Graduation,Married,Low,1.0,0.33540057232046583,34674.65070271869,60.245313225058,1310.8051974581972,1250.5598842331392
14646.0,1,2076,280206.02,28020.602000000003,134.97399807321773,0.002680965147453083,0.26455970434560977,0.29578469735022794,High Value,20193.0,2n Cycle,Together,Low,1.0,0.33540057232046583,37418.727947563995,13.497399807321774,1106.7887121200733,1093.2913123127516
17450.0,7,337,194550.79,19455.079,577.3020474777448,0.01876675603217158,0.042946348923155346,0.3940815140500408,High Value,41638.0,Graduation,Divorced,Medium,0.5,0.33540057232046583,25980.32363113988,57.730204747774486,1023.8365272069658,966.1063224591913
12415.0,23,714,124914.53,12491.453,174.95032212885152,0.06166219839142091,0.09099018733273863,0.40060124410175707,High Value,54690.0,2n Cycle,Married,Medium,0.5,0.33540057232046583,16681.0934853142,17.495032212885153,668.2466803194584,650.7516481065733
14156.0,9,1400,117379.63,11737.963,83.84259285714286,0.024128686327077747,0.1784121320249777,0.34311235898625564,High Value,56721.0,Graduation,Married,Medium,0.5,0.33540057232046583,15674.88250807645,8.384259285714286,537.8245914178507,529.4403321321364
16029.0,38,242,81024.84,8102.4839999999995,334.813388429752,0.10187667560321716,0.030839811392889,0.4487900808047747,High Value,35860.0,PhD,Divorced,Low,1.0,0.33540057232046583,10820.061770817416,33.481338842975205,485.5936396437802,452.112300800805
17511.0,2,963,91062.38,9106.238000000001,94.5611422637591,0.005361930294906166,0.12272205938575252,0.3541283344226427,High Value,7500.0,Graduation,Married,Low,1.0,0.33540057232046583,12160.475436886376,9.45611422637591,430.6368912252031,421.1807769988272
16684.0,3,277,66653.56,6665.356,240.6265703971119,0.00804289544235925,0.03530011469351344,0.3907056913880102,High Value,67893.0,2n Cycle,Divorced,High,0.0,0.33540057232046583,8900.92021711965,24.06265703971119,347.7640187419251,323.7013617022139
13694.0,3,568,65039.62,6503.962,114.50637323943663,0.00804289544235925,0.07238435070727667,0.37587199698250495,High Value,81205.0,Graduation,Together,High,0.0,0.33540057232046583,8685.394577150562,11.450637323943663,326.45966042946014,315.00902310551646
15061.0,3,403,54534.14,5453.414,135.32044665012407,0.00804289544235925,0.051357206575761434,0.384282854635111,High Value,24594.0,Basic,Together,Low,1.0,0.33540057232046583,7282.492176700441,13.532044665012407,279.85368825203085,266.32164358701846
15769.0,6,130,56252.72,5625.272,432.7132307692308,0.0160857908847185,0.016566840830890786,0.4030247381984748,High Value,16014.0,Basic,Single,Low,1.0,0.33540057232046583,7511.991448258292,43.27132307692308,302.75183867834795,259.4805156014249
14088.0,9,589,50491.81,5049.181,85.7246349745331,0.024128686327077747,0.07506053268765134,0.38445299872118616,High Value,80144.0,Graduation,Together,High,0.0,0.33540057232046583,6742.679197149621,8.572463497453311,259.2243236759132,250.65186017845988
13089.0,2,1818,58825.83,5882.5830000000005,32.35744224422442,0.005361930294906166,0.2316808971581496,0.31054479931368384,High Value,61074.0,Graduation,Married,Medium,0.5,0.33540057232046583,7855.604704922644,3.2357442244224424,243.95171865778332,240.71597443336088
17949.0,0,70,58510.48,5851.048000000001,835.864,0.0,0.008920606601248885,0.3964317573595004,High Value,48799.0,PhD,Divorced,Medium,0.5,0.33540057232046583,7813.492847874518,83.58640000000001,309.7516700798783,226.16527007987827
15311.0,0,2379,60767.9,6076.79,25.543463640184953,0.0,0.3031731872053014,0.27873072511787944,High Value,57107.0,Graduation,Single,Medium,0.5,0.33540057232046583,8114.948843871283,2.5543463640184956,226.18855755467405,223.63421119065555
14298.0,7,1637,51527.3,5152.7300000000005,31.476664630421503,0.01876675603217158,0.2086147572320632,0.3278141507264777,High Value,70638.0,Master,Divorced,High,0.0,0.33540057232046583,6880.958591012834,3.1476664630421505,225.56755966969328,222.41989320665112
